"country","actor","total_revenue"
"New Zealand","Jane Jackman","2.99"
"New Zealand","Liza Bergman","2.99"
"New Zealand","Ray Johansson","2.99"
"New Zealand","Thora Temple","2.99"
"New Zealand","Frances Day-Lewis","2.99"
"New Zealand","Russell Bacall","2.99"
"New Zealand","Kirk Jovovich","2.99"
"New Zealand","Kenneth Hoffman","2.99"
"New Zealand","Angelina Astaire","2.99"
"New Zealand","Joe Swank","1.99"
"New Zealand","Michael Bening","1.99"
"New Zealand","Penelope Monroe","1.99"
"New Zealand","Kenneth Paltrow","1.99"
"New Zealand","Cuba Birch","0.99"
"New Zealand","Scarlett Bening","0.99"
"New Zealand","James Pitt","0.99"
"New Zealand","Rock Dukakis","0.99"
"New Zealand","Cate Harris","0.99"
"New Zealand","Angela Hudson","0.99"
"New Zealand","Richard Penn","0.99"
"New Zealand","Alan Dreyfuss","0.99"
"New Zealand","Penelope Cronyn","0.99"
"New Zealand","Salma Nolte","0.99"
"New Zealand","Harvey Hope","0.99"
"New Zealand","Lucille Tracy","0.99"
"New Zealand","Mena Temple","0.99"
"New Zealand","Warren Nolte","0.99"
"New Zealand","Tim Hackman","0.99"
"New Zealand","Gene Mckellen","0.99"
"New Zealand","Sandra Peck","0.99"
"New Zealand","Susan Davis","0.99"
"New Zealand","Elvis Marx","0.99"
"New Zealand","Penelope Guiness","0.99"
"Nigeria","Daryl Wahlberg","85.86"
"Nigeria","Alec Wayne","79.80"
"Nigeria","Vivien Basinger","75.85"
"Nigeria","Mary Tandy","74.85"
"Nigeria","Gina Degeneres","71.87"
"Nigeria","Greta Keitel","69.85"
"Nigeria","Groucho Dunst","65.88"
"Nigeria","Woody Hoffman","65.88"
"Nigeria","Albert Johansson","65.87"
"Nigeria","Matthew Carrey","65.86"
"Nigeria","Mary Keitel","65.85"
"Nigeria","Kirsten Paltrow","62.88"
"Nigeria","Thora Temple","59.90"
"Nigeria","Christian Akroyd","59.89"
"Nigeria","River Dean","59.88"
"Nigeria","Helen Voight","58.84"
"Nigeria","Greta Malden","57.89"
"Nigeria","Russell Bacall","56.89"
"Nigeria","Woody Jolie","55.87"
"Nigeria","Rip Crawford","54.88"
"Nigeria","Ralph Cruz","53.89"
"Nigeria","Carmen Hunt","52.92"
"Nigeria","James Pitt","52.90"
"Nigeria","Russell Temple","52.89"
"Nigeria","Harrison Bale","52.88"
"Nigeria","Sandra Kilmer","52.87"
"Nigeria","Lucille Dee","51.90"
"Nigeria","Michael Bening","51.88"
"Nigeria","Sidney Crowe","51.87"
"Nigeria","Matthew Leigh","51.85"
"Nigeria","Alan Dreyfuss","50.87"
"Nigeria","Warren Jackman","50.86"
"Nigeria","Milla Peck","49.91"
"Nigeria","Susan Davis","49.88"
"Nigeria","Jada Ryder","49.88"
"Nigeria","Ewan Gooding","49.86"
"Nigeria","Whoopi Hurt","48.90"
"Nigeria","Fay Winslet","48.89"
"Nigeria","Dan Harris","48.87"
"Nigeria","Walter Torn","48.87"
"Nigeria","Humphrey Garland","47.92"
"Nigeria","Rock Dukakis","47.86"
"Nigeria","Kirsten Akroyd","46.91"
"Nigeria","Jodie Degeneres","46.89"
"Nigeria","Kevin Garland","46.87"
"Nigeria","Julianne Dench","46.87"
"Nigeria","Cate Harris","45.88"
"Nigeria","John Suvari","44.92"
"Nigeria","Dan Torn","44.92"
"Nigeria","Al Garland","44.92"
"Nigeria","Gene Mckellen","44.90"
"Nigeria","Kevin Bloom","43.90"
"Nigeria","Val Bolger","43.89"
"Nigeria","Jayne Neeson","43.89"
"Nigeria","Gregory Gooding","42.91"
"Nigeria","Cuba Allen","42.90"
"Nigeria","Ben Willis","42.88"
"Nigeria","Kenneth Torn","42.87"
"Nigeria","Spencer Peck","41.93"
"Nigeria","Vivien Bergen","41.88"
"Nigeria","Anne Cronyn","40.93"
"Nigeria","Sissy Sobieski","40.91"
"Nigeria","Henry Berry","40.90"
"Nigeria","Renee Tracy","40.90"
"Nigeria","Grace Mostel","40.89"
"Nigeria","Penelope Pinkett","40.89"
"Nigeria","Nick Wahlberg","39.91"
"Nigeria","William Hackman","39.91"
"Nigeria","Cate Mcqueen","39.90"
"Nigeria","Olympia Pfeiffer","39.89"
"Nigeria","Scarlett Bening","38.93"
"Nigeria","Michael Bolger","38.93"
"Nigeria","Nick Stallone","38.92"
"Nigeria","Julia Zellweger","37.93"
"Nigeria","Chris Bridges","37.93"
"Nigeria","Groucho Williams","37.91"
"Nigeria","Penelope Cronyn","37.91"
"Nigeria","Johnny Cage","37.88"
"Nigeria","Cameron Wray","36.93"
"Nigeria","Scarlett Damon","36.92"
"Nigeria","Cameron Streep","36.92"
"Nigeria","Ed Mansfield","36.92"
"Nigeria","Lisa Monroe","36.91"
"Nigeria","Meryl Gibson","36.90"
"Nigeria","Joe Swank","36.90"
"Nigeria","Kim Allen","36.89"
"Nigeria","Jayne Silverstone","36.89"
"Nigeria","Julia Barrymore","35.93"
"Nigeria","Russell Close","35.92"
"Nigeria","Morgan Hopkins","35.92"
"Nigeria","Jennifer Davis","34.94"
"Nigeria","Angelina Astaire","34.93"
"Nigeria","Albert Nolte","34.93"
"Nigeria","Johnny Lollobrigida","34.92"
"Nigeria","Christian Gable","34.92"
"Nigeria","Warren Nolte","34.91"
"Nigeria","Angela Hudson","34.90"
"Nigeria","Greg Chaplin","33.93"
"Nigeria","Tom Miranda","33.93"
"Nigeria","Salma Nolte","33.91"
"Nigeria","Richard Penn","33.90"
"Nigeria","Ed Chase","32.94"
"Nigeria","Chris Depp","32.94"
"Nigeria","Minnie Kilmer","32.94"
"Nigeria","Jessica Bailey","32.92"
"Nigeria","Frances Tomei","32.92"
"Nigeria","Frances Day-Lewis","32.91"
"Nigeria","Mae Hoffman","32.91"
"Nigeria","Karl Berry","32.90"
"Nigeria","Milla Keitel","31.93"
"Nigeria","Jane Jackman","31.92"
"Nigeria","Adam Grant","31.91"
"Nigeria","Jayne Nolte","31.90"
"Nigeria","Oprah Kilmer","30.93"
"Nigeria","Burt Posey","30.93"
"Nigeria","Cuba Birch","30.93"
"Nigeria","Bela Walken","30.92"
"Nigeria","Ray Johansson","30.90"
"Nigeria","Dustin Tautou","30.90"
"Nigeria","Spencer Depp","29.96"
"Nigeria","Liza Bergman","29.94"
"Nigeria","Tim Hackman","29.94"
"Nigeria","Laurence Bullock","29.94"
"Nigeria","Goldie Brody","29.93"
"Nigeria","Uma Wood","29.93"
"Nigeria","Ian Tandy","29.91"
"Nigeria","Natalie Hopkins","28.93"
"Nigeria","Laura Brody","28.92"
"Nigeria","Sean Guiness","28.88"
"Nigeria","Rip Winslet","27.95"
"Nigeria","Cameron Zellweger","27.95"
"Nigeria","Will Wilson","27.94"
"Nigeria","Bob Fawcett","27.94"
"Nigeria","Audrey Olivier","27.94"
"Nigeria","Judy Dean","27.93"
"Nigeria","Penelope Monroe","27.92"
"Nigeria","Geoffrey Heston","27.92"
"Nigeria","Reese West","26.95"
"Nigeria","Nick Degeneres","26.95"
"Nigeria","Jude Cruise","26.93"
"Nigeria","Angela Witherspoon","26.91"
"Nigeria","Ellen Presley","25.94"
"Nigeria","Fred Costner","25.94"
"Nigeria","Meg Hawke","25.93"
"Nigeria","Lucille Tracy","25.92"
"Nigeria","Julia Fawcett","24.93"
"Nigeria","Christopher Berry","24.92"
"Nigeria","Debbie Akroyd","23.95"
"Nigeria","Emily Dee","23.94"
"Nigeria","Groucho Sinatra","23.94"
"Nigeria","Adam Hopper","23.92"
"Nigeria","Gary Phoenix","22.94"
"Nigeria","Kenneth Hoffman","22.94"
"Nigeria","Kirk Jovovich","22.94"
"Nigeria","Julia Mcqueen","22.93"
"Nigeria","Daryl Crawford","22.93"
"Nigeria","Dan Streep","21.95"
"Nigeria","Morgan Williams","21.95"
"Nigeria","Jeff Silverstone","20.95"
"Nigeria","Kenneth Pesci","20.95"
"Nigeria","Parker Goldberg","20.94"
"Nigeria","Mena Temple","19.96"
"Nigeria","Sandra Peck","19.96"
"Nigeria","Elvis Marx","19.95"
"Nigeria","Michelle Mcconaughey","19.95"
"Nigeria","Minnie Zellweger","17.94"
"Nigeria","Cuba Olivier","17.94"
"Nigeria","Fay Wood","17.94"
"Nigeria","Matthew Johansson","16.97"
"Nigeria","Rita Reynolds","16.97"
"Nigeria","Jon Chase","16.96"
"Nigeria","Kenneth Paltrow","16.96"
"Nigeria","Gene Willis","16.96"
"Nigeria","Reese Kilmer","16.94"
"Nigeria","Fay Kilmer","15.97"
"Nigeria","Zero Cage","15.96"
"Nigeria","Harvey Hope","15.95"
"Nigeria","Morgan Mcdormand","15.95"
"Nigeria","Tom Mckellen","15.95"
"Nigeria","Meryl Allen","15.94"
"Nigeria","Burt Dukakis","14.97"
"Nigeria","Gary Penn","14.96"
"Nigeria","Penelope Guiness","14.94"
"Nigeria","Renee Ball","13.96"
"Nigeria","Humphrey Willis","13.96"
"Nigeria","Ben Harris","13.96"
"Nigeria","Burt Temple","12.96"
"Nigeria","Christian Neeson","12.96"
"Nigeria","Sean Williams","11.96"
"Nigeria","Sylvester Dern","11.96"
"Nigeria","Mena Hopper","11.95"
"Nigeria","Charlize Dench","11.94"
"Nigeria","Gene Hopkins","9.98"
"Nigeria","Cary Mcconaughey","9.97"
"Nigeria","Audrey Bailey","9.96"
"Nigeria","Jim Mostel","8.97"
"Nigeria","Ed Guiness","7.96"
"Nigeria","Bette Nicholson","2.99"
"Nigeria","Christopher West","0.99"
"North Korea","Mary Keitel","22.95"
"North Korea","Ed Guiness","17.97"
"North Korea","Johnny Cage","14.97"
"North Korea","Sean Williams","12.97"
"North Korea","Kirsten Paltrow","11.98"
"North Korea","Val Bolger","11.96"
"North Korea","Jude Cruise","10.98"
"North Korea","Humphrey Garland","10.97"
"North Korea","Angelina Astaire","9.98"
"North Korea","Meryl Gibson","9.98"
"North Korea","Cate Mcqueen","9.98"
"North Korea","Susan Davis","9.98"
"North Korea","Reese Kilmer","9.96"
"North Korea","Groucho Sinatra","9.96"
"North Korea","Whoopi Hurt","8.98"
"North Korea","Frances Day-Lewis","8.97"
"North Korea","Jodie Degeneres","7.98"
"North Korea","Matthew Leigh","7.98"
"North Korea","Harrison Bale","7.98"
"North Korea","Warren Jackman","7.98"
"North Korea","Mae Hoffman","7.98"
"North Korea","Albert Nolte","7.98"
"North Korea","Christian Akroyd","7.98"
"North Korea","Burt Dukakis","6.99"
"North Korea","John Suvari","6.99"
"North Korea","Gene Hopkins","6.99"
"North Korea","Audrey Bailey","6.99"
"North Korea","Nick Degeneres","6.99"
"North Korea","Harvey Hope","6.99"
"North Korea","Uma Wood","6.99"
"North Korea","Richard Penn","6.99"
"North Korea","Sidney Crowe","6.98"
"North Korea","Cameron Zellweger","6.98"
"North Korea","Kenneth Torn","6.97"
"North Korea","Jeff Silverstone","6.97"
"North Korea","Humphrey Willis","5.99"
"North Korea","Gary Phoenix","5.99"
"North Korea","Julia Barrymore","5.99"
"North Korea","Milla Peck","5.99"
"North Korea","Liza Bergman","5.99"
"North Korea","Al Garland","5.99"
"North Korea","Fay Kilmer","5.98"
"North Korea","Thora Temple","5.98"
"North Korea","Lisa Monroe","5.98"
"North Korea","Jessica Bailey","5.98"
"North Korea","Gene Willis","5.98"
"North Korea","Burt Temple","5.98"
"North Korea","Angela Witherspoon","5.98"
"North Korea","Renee Tracy","4.99"
"North Korea","Rip Winslet","4.99"
"North Korea","Chris Bridges","4.99"
"North Korea","Jayne Nolte","4.99"
"North Korea","Joe Swank","4.99"
"North Korea","Audrey Olivier","4.99"
"North Korea","Cuba Olivier","4.99"
"North Korea","Bela Walken","4.99"
"North Korea","Dustin Tautou","4.99"
"North Korea","Fay Wood","4.99"
"North Korea","Ewan Gooding","4.99"
"North Korea","James Pitt","4.99"
"North Korea","Warren Nolte","4.99"
"North Korea","Greg Chaplin","4.99"
"North Korea","Russell Bacall","4.99"
"North Korea","Spencer Peck","4.99"
"North Korea","Johnny Lollobrigida","4.99"
"North Korea","Morgan Williams","4.99"
"North Korea","Christian Neeson","4.99"
"North Korea","Olympia Pfeiffer","4.99"
"North Korea","Tom Mckellen","4.99"
"North Korea","Geoffrey Heston","4.99"
"North Korea","Jane Jackman","4.99"
"North Korea","Goldie Brody","4.99"
"North Korea","Elvis Marx","4.99"
"North Korea","Zero Cage","4.99"
"North Korea","Adam Grant","4.99"
"North Korea","Chris Depp","4.99"
"North Korea","Christian Gable","4.99"
"North Korea","Jim Mostel","3.99"
"North Korea","Greta Malden","3.99"
"North Korea","Henry Berry","3.99"
"North Korea","Woody Hoffman","3.99"
"North Korea","Ellen Presley","3.99"
"North Korea","Jayne Neeson","3.98"
"North Korea","Reese West","3.98"
"North Korea","Salma Nolte","2.99"
"North Korea","Grace Mostel","2.99"
"North Korea","Angela Hudson","2.99"
"North Korea","Groucho Williams","2.99"
"North Korea","Bob Fawcett","2.99"
"North Korea","Matthew Johansson","2.99"
"North Korea","Matthew Carrey","2.99"
"North Korea","Karl Berry","2.97"
"North Korea","Dan Harris","1.98"
"North Korea","Penelope Cronyn","0.99"
"North Korea","River Dean","0.99"
"North Korea","Mena Hopper","0.99"
"North Korea","Cary Mcconaughey","0.99"
"North Korea","Nick Wahlberg","0.99"
"North Korea","Cameron Streep","0.99"
"North Korea","Vivien Bergen","0.99"
"North Korea","Vivien Basinger","0.99"
"North Korea","Natalie Hopkins","0.99"
"North Korea","Cameron Wray","0.99"
"North Korea","Renee Ball","0.99"
"North Korea","Kim Allen","0.99"
"North Korea","Cuba Birch","0.99"
"North Korea","Helen Voight","0.99"
"North Korea","Sandra Peck","0.99"
"North Korea","Bette Nicholson","0.99"
"North Korea","Oprah Kilmer","0.99"
"North Korea","Dan Streep","0.99"
"North Korea","Sissy Sobieski","0.99"
"North Korea","Groucho Dunst","0.99"
"North Korea","Burt Posey","0.99"
"North Korea","Lucille Tracy","0.99"
"North Korea","Greta Keitel","0.99"
"North Korea","Christopher Berry","0.99"
"North Korea","Albert Johansson","0.99"
"North Korea","Mena Temple","0.99"
"North Korea","Jon Chase","0.99"
"Oman","John Suvari","23.94"
"Oman","Sandra Kilmer","19.96"
"Oman","Groucho Dunst","18.95"
"Oman","Russell Bacall","15.97"
"Oman","Woody Hoffman","15.97"
"Oman","Michelle Mcconaughey","15.97"
"Oman","Henry Berry","15.96"
"Oman","Susan Davis","15.96"
"Oman","Meg Hawke","14.97"
"Oman","Burt Posey","14.97"
"Oman","Frances Day-Lewis","13.97"
"Oman","Reese Kilmer","12.98"
"Oman","Ian Tandy","12.97"
"Oman","Olympia Pfeiffer","12.97"
"Oman","Reese West","12.96"
"Oman","Laurence Bullock","10.98"
"Oman","Cuba Olivier","10.98"
"Oman","Tom Miranda","10.98"
"Oman","Ellen Presley","10.98"
"Oman","Audrey Olivier","10.98"
"Oman","Kevin Garland","10.97"
"Oman","Lucille Tracy","10.97"
"Oman","Alan Dreyfuss","10.97"
"Oman","Will Wilson","10.97"
"Oman","Gina Degeneres","10.97"
"Oman","Alec Wayne","9.98"
"Oman","Kirsten Paltrow","9.98"
"Oman","Morgan Mcdormand","9.98"
"Oman","Sean Williams","9.98"
"Oman","Liza Bergman","9.98"
"Oman","Gene Hopkins","9.98"
"Oman","Renee Tracy","9.97"
"Oman","Christian Neeson","9.97"
"Oman","Greta Keitel","9.96"
"Oman","Ewan Gooding","8.98"
"Oman","Vivien Bergen","8.98"
"Oman","Kirsten Akroyd","8.98"
"Oman","Michael Bening","8.97"
"Oman","Adam Hopper","8.97"
"Oman","Christian Akroyd","7.99"
"Oman","Jude Cruise","7.99"
"Oman","Gary Phoenix","7.98"
"Oman","Daryl Crawford","7.98"
"Oman","Ray Johansson","7.98"
"Oman","Tim Hackman","7.98"
"Oman","Salma Nolte","7.98"
"Oman","Lisa Monroe","7.98"
"Oman","Matthew Carrey","7.98"
"Oman","Jane Jackman","7.98"
"Oman","Ralph Cruz","7.98"
"Oman","Scarlett Damon","7.97"
"Oman","Bob Fawcett","6.99"
"Oman","Minnie Zellweger","6.99"
"Oman","Cate Mcqueen","6.98"
"Oman","Penelope Monroe","6.98"
"Oman","River Dean","6.97"
"Oman","Kevin Bloom","6.97"
"Oman","Joe Swank","6.97"
"Oman","Grace Mostel","5.99"
"Oman","Rock Dukakis","5.99"
"Oman","Jennifer Davis","5.99"
"Oman","Milla Keitel","5.98"
"Oman","Gregory Gooding","5.98"
"Oman","Karl Berry","5.98"
"Oman","Meryl Allen","5.98"
"Oman","Cameron Wray","5.98"
"Oman","Zero Cage","5.98"
"Oman","Rip Winslet","5.98"
"Oman","Spencer Peck","5.98"
"Oman","Penelope Guiness","5.98"
"Oman","Bette Nicholson","4.99"
"Oman","Rita Reynolds","4.99"
"Oman","Kenneth Paltrow","4.99"
"Oman","Natalie Hopkins","4.99"
"Oman","Dan Streep","4.99"
"Oman","Dustin Tautou","4.99"
"Oman","Kenneth Hoffman","4.99"
"Oman","Sissy Sobieski","4.99"
"Oman","Matthew Johansson","4.99"
"Oman","Chris Depp","4.99"
"Oman","Cameron Zellweger","4.99"
"Oman","Uma Wood","4.99"
"Oman","Julia Zellweger","4.99"
"Oman","Emily Dee","4.99"
"Oman","Gene Mckellen","4.99"
"Oman","Renee Ball","4.99"
"Oman","Warren Nolte","4.99"
"Oman","Nick Stallone","4.99"
"Oman","Kim Allen","4.99"
"Oman","Mary Keitel","4.98"
"Oman","Jayne Neeson","4.97"
"Oman","Al Garland","3.98"
"Oman","Albert Nolte","3.98"
"Oman","Fay Winslet","3.98"
"Oman","Johnny Cage","3.98"
"Oman","Penelope Cronyn","2.99"
"Oman","Angela Hudson","2.99"
"Oman","Christopher West","2.99"
"Oman","Christian Gable","2.99"
"Oman","Jeff Silverstone","2.99"
"Oman","Gary Penn","2.99"
"Oman","Jodie Degeneres","2.99"
"Oman","Cate Harris","2.99"
"Oman","Debbie Akroyd","2.99"
"Oman","Jayne Silverstone","2.99"
"Oman","Fay Kilmer","2.99"
"Oman","Matthew Leigh","2.99"
"Oman","Groucho Williams","2.99"
"Oman","Milla Peck","2.99"
"Oman","Mary Tandy","2.99"
"Oman","Jada Ryder","2.99"
"Oman","Fred Costner","2.99"
"Oman","Chris Bridges","2.99"
"Oman","Greta Malden","2.99"
"Oman","Johnny Lollobrigida","2.99"
"Oman","Humphrey Willis","2.98"
"Oman","Goldie Brody","1.99"
"Oman","Frances Tomei","1.99"
"Oman","Sidney Crowe","1.99"
"Oman","Rip Crawford","1.98"
"Oman","James Pitt","0.99"
"Oman","Whoopi Hurt","0.99"
"Oman","Jessica Bailey","0.99"
"Oman","Harrison Bale","0.99"
"Oman","Morgan Hopkins","0.99"
"Oman","Val Bolger","0.99"
"Oman","Kirk Jovovich","0.99"
"Oman","Vivien Basinger","0.99"
"Oman","Lucille Dee","0.99"
"Oman","Elvis Marx","0.99"
"Oman","Morgan Williams","0.99"
"Oman","Julia Mcqueen","0.99"
"Oman","Cuba Birch","0.99"
"Oman","Burt Dukakis","0.99"
"Oman","Laura Brody","0.99"
"Oman","Parker Goldberg","0.99"
"Oman","Ed Guiness","0.99"
"Pakistan","Milla Keitel","36.93"
"Pakistan","Goldie Brody","36.93"
"Pakistan","Dan Harris","34.94"
"Pakistan","Johnny Lollobrigida","33.92"
"Pakistan","Gina Degeneres","30.94"
"Pakistan","Cuba Olivier","30.94"
"Pakistan","Penelope Pinkett","29.95"
"Pakistan","Vivien Basinger","28.93"
"Pakistan","Uma Wood","27.96"
"Pakistan","Carmen Hunt","27.95"
"Pakistan","Grace Mostel","27.93"
"Pakistan","Lucille Tracy","26.94"
"Pakistan","Will Wilson","26.94"
"Pakistan","Karl Berry","26.94"
"Pakistan","Walter Torn","26.93"
"Pakistan","Henry Berry","26.92"
"Pakistan","Natalie Hopkins","25.95"
"Pakistan","Morgan Mcdormand","25.95"
"Pakistan","Johnny Cage","25.93"
"Pakistan","Morgan Hopkins","25.93"
"Pakistan","Jodie Degeneres","24.96"
"Pakistan","Kirsten Paltrow","24.96"
"Pakistan","Gene Hopkins","24.96"
"Pakistan","Humphrey Garland","24.94"
"Pakistan","Gregory Gooding","24.93"
"Pakistan","Geoffrey Heston","23.96"
"Pakistan","Ed Mansfield","23.96"
"Pakistan","Michael Bolger","23.95"
"Pakistan","Sidney Crowe","23.95"
"Pakistan","Tom Miranda","23.94"
"Pakistan","Angela Hudson","23.93"
"Pakistan","Kim Allen","22.97"
"Pakistan","Richard Penn","22.95"
"Pakistan","Matthew Carrey","22.95"
"Pakistan","Morgan Williams","22.95"
"Pakistan","Julia Fawcett","22.95"
"Pakistan","Albert Johansson","22.93"
"Pakistan","Groucho Sinatra","21.96"
"Pakistan","Reese Kilmer","21.96"
"Pakistan","Adam Grant","21.95"
"Pakistan","Helen Voight","21.95"
"Pakistan","Zero Cage","21.95"
"Pakistan","Sandra Peck","21.95"
"Pakistan","Cameron Zellweger","20.96"
"Pakistan","Scarlett Damon","20.96"
"Pakistan","John Suvari","20.95"
"Pakistan","Val Bolger","20.95"
"Pakistan","Jude Cruise","20.95"
"Pakistan","Greg Chaplin","19.97"
"Pakistan","Penelope Monroe","19.96"
"Pakistan","Nick Wahlberg","19.96"
"Pakistan","Mena Temple","19.96"
"Pakistan","James Pitt","19.95"
"Pakistan","Cuba Allen","19.95"
"Pakistan","Burt Temple","18.96"
"Pakistan","Matthew Johansson","18.96"
"Pakistan","Jim Mostel","18.96"
"Pakistan","Dan Torn","18.96"
"Pakistan","Ewan Gooding","18.96"
"Pakistan","Harrison Bale","18.95"
"Pakistan","Vivien Bergen","18.95"
"Pakistan","Mary Keitel","17.97"
"Pakistan","Kenneth Torn","17.96"
"Pakistan","Reese West","17.96"
"Pakistan","Minnie Kilmer","16.98"
"Pakistan","Oprah Kilmer","16.97"
"Pakistan","Bette Nicholson","16.97"
"Pakistan","Sandra Kilmer","16.97"
"Pakistan","Olympia Pfeiffer","16.97"
"Pakistan","Jayne Neeson","16.96"
"Pakistan","Meg Hawke","16.96"
"Pakistan","Kenneth Paltrow","16.96"
"Pakistan","Jessica Bailey","16.96"
"Pakistan","Woody Jolie","15.97"
"Pakistan","Charlize Dench","15.97"
"Pakistan","Cameron Wray","15.97"
"Pakistan","Jon Chase","15.97"
"Pakistan","Susan Davis","15.96"
"Pakistan","Gene Willis","15.96"
"Pakistan","Christian Gable","15.96"
"Pakistan","Nick Stallone","15.96"
"Pakistan","Ralph Cruz","15.96"
"Pakistan","Judy Dean","15.96"
"Pakistan","Daryl Wahlberg","15.96"
"Pakistan","Alec Wayne","15.96"
"Pakistan","River Dean","15.95"
"Pakistan","Warren Jackman","14.97"
"Pakistan","Greta Malden","14.96"
"Pakistan","Albert Nolte","13.97"
"Pakistan","Sean Williams","13.97"
"Pakistan","Russell Bacall","13.97"
"Pakistan","Mary Tandy","13.96"
"Pakistan","Fay Winslet","13.96"
"Pakistan","Fay Wood","13.96"
"Pakistan","Salma Nolte","13.95"
"Pakistan","Rock Dukakis","12.98"
"Pakistan","Alan Dreyfuss","12.97"
"Pakistan","Woody Hoffman","12.97"
"Pakistan","Penelope Cronyn","12.97"
"Pakistan","Fay Kilmer","12.97"
"Pakistan","Tim Hackman","12.97"
"Pakistan","Emily Dee","12.97"
"Pakistan","Julia Barrymore","12.96"
"Pakistan","Jada Ryder","12.95"
"Pakistan","Meryl Gibson","11.98"
"Pakistan","Julianne Dench","11.98"
"Pakistan","Spencer Depp","11.97"
"Pakistan","Daryl Crawford","11.97"
"Pakistan","Ben Harris","11.97"
"Pakistan","Milla Peck","11.97"
"Pakistan","Michelle Mcconaughey","11.97"
"Pakistan","Whoopi Hurt","11.96"
"Pakistan","Groucho Dunst","11.96"
"Pakistan","Christian Akroyd","10.98"
"Pakistan","Harvey Hope","10.98"
"Pakistan","Greta Keitel","10.98"
"Pakistan","Cameron Streep","10.98"
"Pakistan","Kirsten Akroyd","10.97"
"Pakistan","Ray Johansson","10.97"
"Pakistan","Spencer Peck","10.96"
"Pakistan","Warren Nolte","9.98"
"Pakistan","Ben Willis","9.98"
"Pakistan","Gary Phoenix","9.98"
"Pakistan","Audrey Bailey","9.98"
"Pakistan","Renee Tracy","9.98"
"Pakistan","Dustin Tautou","9.98"
"Pakistan","Lucille Dee","9.97"
"Pakistan","Rita Reynolds","9.97"
"Pakistan","Rip Winslet","9.97"
"Pakistan","Angela Witherspoon","9.97"
"Pakistan","Kenneth Pesci","9.97"
"Pakistan","Laurence Bullock","9.97"
"Pakistan","Sylvester Dern","9.97"
"Pakistan","Jayne Nolte","8.99"
"Pakistan","Cate Harris","8.98"
"Pakistan","Scarlett Bening","8.98"
"Pakistan","Chris Depp","8.98"
"Pakistan","Burt Dukakis","8.98"
"Pakistan","Bela Walken","8.98"
"Pakistan","Renee Ball","8.97"
"Pakistan","Adam Hopper","8.97"
"Pakistan","Kevin Bloom","7.98"
"Pakistan","Penelope Guiness","7.98"
"Pakistan","Jayne Silverstone","7.98"
"Pakistan","Meryl Allen","7.98"
"Pakistan","Nick Degeneres","7.98"
"Pakistan","Thora Temple","7.98"
"Pakistan","Laura Brody","7.98"
"Pakistan","Russell Temple","7.98"
"Pakistan","Christopher West","7.98"
"Pakistan","Anne Cronyn","7.97"
"Pakistan","Ellen Presley","7.97"
"Pakistan","Christian Neeson","6.99"
"Pakistan","William Hackman","6.97"
"Pakistan","Julia Mcqueen","6.97"
"Pakistan","Burt Posey","6.96"
"Pakistan","Kenneth Hoffman","5.99"
"Pakistan","Tom Mckellen","5.99"
"Pakistan","Ed Guiness","5.99"
"Pakistan","Lisa Monroe","5.98"
"Pakistan","Matthew Leigh","5.98"
"Pakistan","Gene Mckellen","5.98"
"Pakistan","Minnie Zellweger","5.98"
"Pakistan","Frances Day-Lewis","5.98"
"Pakistan","Dan Streep","5.98"
"Pakistan","Sean Guiness","5.98"
"Pakistan","Al Garland","5.98"
"Pakistan","Gary Penn","4.99"
"Pakistan","Cary Mcconaughey","4.99"
"Pakistan","Chris Bridges","4.99"
"Pakistan","Rip Crawford","4.99"
"Pakistan","Julia Zellweger","4.99"
"Pakistan","Michael Bening","4.98"
"Pakistan","Ian Tandy","4.97"
"Pakistan","Angelina Astaire","3.99"
"Pakistan","Kevin Garland","3.98"
"Pakistan","Parker Goldberg","3.98"
"Pakistan","Cate Mcqueen","2.99"
"Pakistan","Jennifer Davis","2.99"
"Pakistan","Russell Close","2.99"
"Pakistan","Liza Bergman","2.99"
"Pakistan","Kirk Jovovich","1.99"
"Pakistan","Frances Tomei","1.99"
"Pakistan","Jane Jackman","0.99"
"Pakistan","Cuba Birch","0.99"
"Pakistan","Jeff Silverstone","0.99"
"Pakistan","Groucho Williams","0.99"
"Pakistan","Fred Costner","0.99"
"Pakistan","Mena Hopper","0.99"
"Pakistan","Bob Fawcett","0.99"
"Paraguay","Helen Voight","31.94"
"Paraguay","Greta Malden","30.94"
"Paraguay","Olympia Pfeiffer","27.95"
"Paraguay","Warren Nolte","27.94"
"Paraguay","Chris Bridges","26.96"
"Paraguay","Greta Keitel","25.96"
"Paraguay","Julianne Dench","24.96"
"Paraguay","Will Wilson","24.96"
"Paraguay","Bette Nicholson","22.97"
"Paraguay","Penelope Cronyn","22.97"
"Paraguay","Matthew Carrey","22.96"
"Paraguay","Dustin Tautou","21.96"
"Paraguay","Gina Degeneres","19.96"
"Paraguay","Dan Harris","18.97"
"Paraguay","William Hackman","18.97"
"Paraguay","Russell Temple","18.95"
"Paraguay","Ed Guiness","18.95"
"Paraguay","Mary Keitel","17.97"
"Paraguay","Alan Dreyfuss","17.96"
"Paraguay","Angelina Astaire","17.96"
"Paraguay","Susan Davis","17.96"
"Paraguay","Milla Peck","16.98"
"Paraguay","Groucho Dunst","16.97"
"Paraguay","Jayne Nolte","15.98"
"Paraguay","Sandra Kilmer","15.97"
